E8BAC3_149B2F03933D2_000	7	20	0	0	0	0		0
E8BAC3_149B2F0ED9EBC_000	4	27	0	0	0	0		0
E8BAC3_14B3E42B7E7BB_000	15	30	10	2	16	50		0
E8BAC3_14B3E437A9705_000	11	34	13	16	7	16		0
E8BAC3_14B4447C218A9_000	1	0	0	0	0	0		0
E8BAC3_14B4449E6D9D3_000	1	0	0	0	0	0		0
E8BAC3_1497E6C9BB9A4_001	2	1	0	0	0	0		0
